City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,camabatela,-8.1881,15.375,24.27,39,52,2.52,AO,1690389223
369,taulaga,-11.0553,-171.0883,27.59,70,94,7.49,AS,1690388913
370,itupiranga,-5.1347,-49.3267,35.18,27,1,1.42,BR,1690389224
371,haiku-pauwela,20.9219,-156.3051,24.47,79,40,5.66,US,1690388639
372,novo aripuana,-5.1206,-60.3797,37.54,25,17,1.44,BR,1690389224
373,alaghsas,17.0187,8.0168,41.94,23,0,3.09,NE,1690389224
374,colares,38.7992,-9.4469,30.81,60,20,6.17,PT,1690389224
375,fuglafjordur,62.244,-6.814,12.26,75,13,3.38,FO,1690389225
376,rumoi,43.9344,141.6428,21.36,90,82,2.69,JP,1690389225
377,omarska,44.89,16.8992,21.66,73,87,1.15,BA,1690389225
378,nieuw amsterdam,5.8833,-55.0833,33.34,71,15,3.82,SR,1690388862
379,ierapetra,35.01,25.7353,33.41,48,0,0.89,GR,1690389226
380,margate,51.3813,1.3862,19.83,58,100,4.02,GB,1690388883
381,champerico,14.3,-91.9167,32.3,62,8,1.15,GT,1690388898
382,usinsk,65.9939,57.5281,15.68,91,100,3.32,RU,1690389226
383,bhamo,24.2667,97.2333,23.84,96,71,0.74,MM,1690389226
384,tabuk,17.4189,121.4443,24.73,76,100,4.43,PH,1690389227
385,progreso,21.2833,-89.6667,33.39,67,100,5.51,MX,1690388985
386,weno,7.4515,151.8468,27.97,89,100,1.54,FM,1690389227
387,nantucket,41.2835,-70.0995,29.03,72,0,5.66,US,1690388857
388,klaksvik,62.2266,-6.589,12.51,75,13,3.2,FO,1690389228
389,kincardine,56.0667,-3.7167,19.2,78,83,2.65,GB,1690389228
390,carnarvon,-24.8667,113.6333,16.43,58,56,7.56,AU,1690389228
391,as sulayyil,20.4607,45.5779,42.14,7,42,3.53,SA,1690389229
392,keflavik,64.0049,-22.5624,15.95,72,100,1.03,IS,1690389229
393,antsiranana,-12.2787,49.2917,23.79,70,93,7.87,MG,1690388848
394,chimoio,-19.1164,33.4833,15.21,72,79,1.83,MZ,1690388766
395,owen sound,44.5672,-80.9435,31.29,59,100,6.71,CA,1690389165
396,mossel bay,-34.1831,22.146,11.96,75,96,2.98,ZA,1690388434
397,korla,41.7597,86.1469,29.95,24,0,1.96,CN,1690389230
398,glace bay,46.1969,-59.957,28.42,62,75,4.12,CA,1690389231
399,praia da vitoria,38.7333,-27.0667,26.14,73,20,2.7,PT,1690389231
400,bardai,11.65,7.2333,31.71,44,47,2.99,NG,1690389231
401,westport,41.1415,-73.3579,31.38,69,0,0.45,US,1690389061
402,nyala,12.05,24.8833,28.25,54,96,7.91,SD,1690389232
403,zalingei,12.9096,23.4741,25.94,64,57,5.0,SD,1690389232
404,geraldton,-28.7667,114.6,11.23,87,40,2.57,AU,1690388531
405,chonchi,-42.6128,-73.8092,9.51,83,100,1.23,CL,1690388523
406,gargalianoi,37.0667,21.6333,32.97,72,6,3.8,GR,1690389142
407,lusaka,-15.4067,28.2871,19.14,42,0,3.09,ZM,1690388995
408,mccook,40.2019,-100.6257,34.25,42,0,2.06,US,1690389233
409,mao,39.8885,4.2658,25.31,53,20,4.12,ES,1690388897
410,sterling,39.0062,-77.4286,32.19,58,20,2.24,US,1690389169
411,hasaki,35.7333,140.8333,26.28,87,28,3.46,JP,1690389234
412,plastun,44.7561,136.2939,21.49,69,93,2.14,RU,1690389234
413,le port,-20.9373,55.2919,22.0,95,7,3.16,RE,1690389234
414,maieru,47.4,24.75,19.93,95,96,1.92,RO,1690389234
415,sukumo,32.9333,132.7333,25.23,95,28,0.13,JP,1690388997
416,starobin,52.7267,27.4606,19.53,77,97,2.45,BY,1690389235
417,oberstdorf,47.4,10.2833,12.74,87,78,1.83,DE,1690389235
418,yarovoye,52.9273,78.58,23.03,41,97,2.35,RU,1690389235
419,quinte west,44.1834,-77.5662,30.22,74,20,5.14,CA,1690389236
420,san fernando,15.0286,120.6898,25.85,90,100,6.5,PH,1690389236
421,kalecik,40.0972,33.4083,33.34,25,0,1.71,TR,1690389236
422,khuzdar,27.7384,66.6434,25.55,76,100,1.91,PK,1690389236
423,nehe,48.4833,124.8333,21.29,93,30,1.54,CN,1690389237
424,ankang,32.68,109.0172,25.26,84,100,0.82,CN,1690389237
425,tosontsengel,48.7567,98.2839,9.63,83,24,1.16,MN,1690389237
426,nevers,46.9167,3.3333,22.32,49,100,3.09,FR,1690389238
427,aitape,-3.1374,142.3475,26.33,88,71,3.78,PG,1690389238
428,san luis de la loma,17.2706,-100.8939,32.04,55,48,2.37,MX,1690389238
429,manavalakurichi,8.1333,77.3,26.04,80,97,5.33,IN,1690389238
430,el abadia,36.2695,1.6861,35.74,30,0,4.49,DZ,1690389239
431,manta,-0.95,-80.7333,28.88,73,20,5.81,EC,1690388860
432,danielskuil,-28.1887,23.5395,18.22,30,37,6.2,ZA,1690389239
433,faliraki,36.3398,28.1994,32.98,46,0,5.66,GR,1690389239
434,hengchun,22.0042,120.7439,27.68,91,100,18.89,TW,1690389239
435,tokmok,42.8417,75.3016,27.82,23,36,2.42,KG,1690389240
436,richards bay,-28.783,32.0377,19.9,72,82,7.48,ZA,1690388621
437,south williamsport,41.232,-76.9991,28.51,41,44,2.55,US,1690389240
438,coxen hole,16.3244,-86.5366,30.6,70,40,2.57,HN,1690389240
439,corral de bustos,-33.2821,-62.1846,16.57,34,0,7.47,AR,1690389240
440,xining,36.6167,101.7667,13.5,94,100,1.46,CN,1690389241
441,muromtsevo,56.3724,75.2418,17.56,72,99,0.71,RU,1690389241
442,salavan,15.7167,106.4167,23.23,98,100,0.96,LA,1690389241
443,sidi okba,34.7451,5.8983,44.16,10,3,1.54,DZ,1690389241
444,yigo village,13.5361,144.8886,26.62,90,100,6.17,GU,1690389242
445,cole harbour,44.6724,-63.4751,27.88,54,40,5.66,CA,1690389242
446,umm kaddadah,13.6017,26.6876,31.97,42,100,10.95,SD,1690389242
447,magadan,59.5667,150.8,11.62,96,100,1.79,RU,1690389242
448,gereida,11.2811,25.1414,28.91,57,99,4.56,SD,1690388889
449,pacific grove,36.6177,-121.9166,16.12,96,100,3.58,US,1690389237
450,mogocha,53.7333,119.7667,14.73,95,55,0.4,RU,1690388741
451,kupiskis,55.8333,24.9667,18.79,57,100,2.92,LT,1690389244
452,makinsk,52.6292,70.4169,15.58,92,100,1.5,KZ,1690389244
453,solnechnyy,50.7214,136.6319,17.54,93,9,1.19,RU,1690388482
454,seondha,26.1578,78.7797,30.53,68,86,3.27,IN,1690388953
455,surskoye,54.4821,46.7214,21.36,65,5,2.85,RU,1690389245
456,morant bay,17.8815,-76.4093,33.17,72,100,4.64,JM,1690389245
457,dinghaicun,26.2847,119.7936,27.51,88,89,13.05,CN,1690389245
458,rikaze,29.25,88.8833,12.58,73,100,1.89,CN,1690389246
459,mildura,-34.2,142.15,7.82,82,0,4.72,AU,1690388645
460,kimbe,-5.5502,150.1429,25.18,84,88,3.84,PG,1690389246
461,grand baie,-20.0182,57.5802,21.92,78,20,1.34,MU,1690389247
462,leh,34.1667,77.5833,20.39,39,49,2.35,IN,1690389247
463,el calafate,-50.3408,-72.2768,-1.76,72,20,0.31,AR,1690389247
464,owase,34.0667,136.2,26.05,87,39,1.75,JP,1690389248
465,gediz,39.0417,29.41,35.25,23,1,2.18,TR,1690389248
466,bochum,51.4833,7.2167,22.07,63,80,2.68,DE,1690389071
467,queenstown,-31.8976,26.8753,15.57,43,7,2.52,ZA,1690389109
468,vila franca do campo,37.7167,-25.4333,24.23,65,59,0.52,PT,1690388761
469,porto novo,6.4965,2.6036,26.9,71,67,4.89,BJ,1690388737
470,crucecita,-28.95,-58.9833,20.09,50,69,5.16,AR,1690389249
471,warmbad,-28.45,18.7333,12.74,46,0,5.37,NA,1690389250
472,vriddhachalam,11.5,79.3333,27.76,69,100,3.32,IN,1690389250
473,mazagao,-0.115,-51.2894,32.03,46,37,2.65,BR,1690389251
474,mohr,54.3528,9.7167,18.43,69,75,7.2,DE,1690389251
475,shingu,33.7333,135.9833,24.89,89,74,1.93,JP,1690389137
476,al ghayzah,16.2079,52.176,25.75,87,76,7.18,YE,1690388954
477,sodankyla,67.4167,26.6,17.82,66,38,2.33,FI,1690389252
478,annau,37.8876,58.516,33.72,40,75,7.2,TM,1690389252
479,coronel dorrego,-38.7187,-61.2873,7.95,63,95,7.11,AR,1690389253
480,amga,60.8953,131.9608,12.22,82,11,1.33,RU,1690389253
481,saldanha,-33.0117,17.9442,13.03,88,15,1.25,ZA,1690389254
482,maxixe,-23.8597,35.3472,20.9,64,75,2.57,MZ,1690389254
483,vohibinany,-17.35,49.0333,17.86,99,26,1.43,MG,1690389254
484,ati,13.2154,18.3353,28.22,67,74,7.21,TD,1690389255
485,platteville,42.7342,-90.4785,26.13,100,0,2.06,US,1690389255
486,bima,-8.4667,118.7167,21.92,89,55,1.87,ID,1690389255
487,puerto deseado,-47.7503,-65.8938,2.97,72,7,7.87,AR,1690388977
488,idri,27.5,13.2667,42.84,5,3,6.8,LY,1690388807
489,kutum,14.2,24.6667,31.26,30,98,7.25,SD,1690389257
490,marianna,30.7744,-85.2269,33.6,58,0,1.97,US,1690389072
491,oildale,35.4197,-119.0195,32.16,40,0,3.09,US,1690389135
492,san antonio de pale,-1.4014,5.6325,23.3,89,93,5.26,GQ,1690389258
493,lethem,3.3803,-59.7968,28.42,73,89,1.63,GY,1690388724
494,isangel,-19.55,169.2667,20.13,71,58,6.49,VU,1690388860
495,kachia,9.8667,7.95,25.2,83,69,2.18,NG,1690389259
496,kabatas,40.75,37.45,21.64,94,0,1.52,TR,1690389260
497,glarus,47.0406,9.068,18.02,83,77,1.54,CH,1690389260
498,atbasar,51.8,68.3333,15.7,93,97,2.48,KZ,1690389260
499,axochiapan,18.5,-98.7667,27.84,45,94,0.9,MX,1690389260
500,coracora,-15.0333,-73.7833,17.6,11,0,3.82,PE,1690389261
501,monte patria,-30.6919,-70.9467,23.53,21,57,1.61,CL,1690389261
502,ifrane,33.3333,-5.25,25.58,37,0,7.14,MA,1690389261
503,bodden town,19.2833,-81.25,27.21,96,75,2.57,KY,1690389262
504,hirara,24.8,125.2833,28.15,83,100,7.72,JP,1690388750
505,lucapa,-8.4192,20.7447,26.74,22,3,1.13,AO,1690389262
506,belinskiy,52.9647,43.4165,21.36,78,35,4.1,RU,1690389262
507,visakhapatnam,17.69,83.2093,25.94,100,100,2.57,IN,1690389268
508,ta`u,-14.2336,-169.5144,25.19,75,79,5.99,AS,1690389268
